edge_type_id target_query source_query target_sections delay distance_range dynamics_params model_template syn_weight
100 pop_name=='Exc' pop_name=='bgnoisevirtExt' ['soma'] 0 "[0.0, 999.9]" ExcToExc.json exp2syn 0.03
