edge_type_id target_query source_query syn_weight delay target_sections model_template dynamics_params distance_range
100 pop_name=='Exc' pop_name=='bgnoisevirtExt' 0.03 0 ['soma'] exp2syn background_syn.json "[0.0, 999.9]"
